M	schema	1
M	transformation	owl2el-whole-violating-axiom-deletion-v1
M	source	/ibex/scratch/hohndor/km/v14-paper-impact-extension-20260904/staged/product-configuration-conflict.ofn
M	source_sha256	a92e020a6957504fc4ee1d206389288e65a8c8637d874d42aaacc31899e0fde6
M	source_axioms	13
M	source_logical_axioms	7
M	initial_el_violations	1
M	projection_rounds	1
M	removed_axioms	1
M	removed_axioms_sha256	3000591b0719a92a4e8d8f1b9d0b582ec3f24242192cbc9199e8c972609db810
M	output_axioms	12
M	output_logical_axioms	6
M	output_sha256	b8fce4ce401da33968ba1265a6eb440c40548e98a8e0e01dd9014be21edba4cd
P	OWL2EL	true	0
R	451e5f95c0a48c5ef50ad12ad3406adc35f211b48eb39583bc8d782e4601a5fc	U3ViQ2xhc3NPZig8aHR0cDovL2V4YW1wbGUub3JnL2ttLWltcGFjdC9jb25maWd1cmF0aW9uI0NvbmZpZ3VyZWREcm9uZT4gT2JqZWN0TWF4Q2FyZGluYWxpdHkoMSA8aHR0cDovL2V4YW1wbGUub3JnL2ttLWltcGFjdC9jb25maWd1cmF0aW9uI2hhc1BheWxvYWQ+IDxodHRwOi8vZXhhbXBsZS5vcmcva20taW1wYWN0L2NvbmZpZ3VyYXRpb24jUGF5bG9hZD4pKQ==
Z	complete
